SubjektUri,SubjektDe,SubjektEn,SubjektAltDe,SubjektAltEn,SubjektTyp ,Relation,Objekt,SeiteRelation,RestrictionOnProperty,RestrictionObject,RestrictionType,Definition,SeiteDefinition,Kapitel,Kommentar
StrategischeMassnahme,Strategische Maßnahme,,,,Function,,,,meta:uses,Situationsanalyse,someValuesFrom,"Strategische Maßnahmen auf Grnnd der Ergebnisse einer Situationsanalyse, insbesondere der
Wettbewerbsanalyse, können zu Verändernngen der Informationsinfrastruktur führen, die
den Kunden Vorteile verschafft, welche die Mitbewerber nicht bieten. Dies zwingt sie dazu,
nachzuziehen. Daraus kann die These abgeleitet werden, dass sich langfristig die Position der
Kunden verbessert und die der Lieferanten verschlechtert. Treacy hat versucht, diese These
am Beispiel der Luftverkehrsgesellschaften zu belegen (zitiert nach MertensIPlatifaut). Im
Ergebnis wird festgestellt: Die Einführnng von Platzbuchungssystemen bei Reiseveranstaltern
hat den Luftverkehrsgesellschaften zunächst Vorteile gebracht. Nachdem alle wichtigen
Mitbewerber nachgezogen haben, verschärft sich der Wettbewerb, und die Gewinnsituation
der Branche verschlechtert sich. Die Gewinnsituation des Innovators (also der Luftverkehrsgesellschaft,
die als erste ein Platzbuchungssystem bei den Reiseveranstaltern eingeführt hat)
ist jedoch besser als die seiner Mitbewerber.",100,,
StrategischeMassnahme,Strategische Maßnahme,,,,Function,,,,meta:uses,Wettbewerbsanalyse,someValuesFrom,,100,,
StrategischeMassnahme,Strategische Maßnahme,,,,Function,,,,meta:updates,Informationsinfrastruktur,someValuesFrom,,100,,
StrategischeMassnahmenplanung,Strategische Maßnahmenplanung,,,,Function,,,128;207,meta:increases,StrategischesItZiel,someValuesFrom,,,,
StrategischeMassnahmenplanung,Strategische Maßnahmenplanung,,,,Function,,,104,meta:increases,Erfolgspotential,someValuesFrom,,,,
strategischeRollederInformationsfunktion,strategische Rolle der Informationsfunktion,,,,EntityType,,,,meta:isAssociatedWith,ErfuellungvonInformationsaufgaben,someValuesFrom,,92,,
strategischeRollederInformationsfunktion,strategische Rolle der Informationsfunktion,,,,EntityType,,,,meta:isAssociatedWith,ErfuellungvonKomnunikationsaufgaben,someValuesFrom,,92,,
strategischeRollederInformationsfunktion,strategische Rolle der Informationsfunktion,,,,EntityType,,,,meta:isAssociatedWith,Leistungspotenzial,someValuesFrom,,92,,
strategischeSchlagkraft,strategische Schlagkraft,strategic thread,,,EntityType,,,,,,,durch Wirksamkeit und Wirtschaftlichkeit bestimmte Spitzenkennzahl.,91,,
StrategischeSchlagkraft,Strategische Schlagkraft,,,,EntityType,,,,meta:isAssociatedWith,WirksamkeitderInformationsinfrastruktur,someValuesFrom,"Das Ausmaß an Wirksamkeit und Wirtschaftlichkeit
der Informationsinfrastruktur (geplanter Sollwert oder erreichter Istwert) ist ihre strategische
Schlagkraft.",95,,
StrategischeSchlagkraft,Strategische Schlagkraft,,,,EntityType,,,,meta:isAssociatedWith,WirtschaftlichkeitderInformationsinfrastruktur,someValuesFrom,,95,,
strategischeSchlagkraft,strategische Schlagkraft,,,,EntityType,,,,meta:increases,Wettbewerbsvorteil,someValuesFrom,,95,,
strategischeSchlagkraft,strategische Schlagkraft,,,,EntityType,,,,meta:isAssociatedWith,strategischeLuecke,someValuesFrom,,95,,
StrategischesFormalziel,Strategisches Formalziel,,,,EntityType,,,,,,,,106,,
StrategischesFormalziel,Strategisches Formalziel,,,,EntityType,rdfs:subClassOf,Formalziel,,,,,,106,,
StrategischesInformationsmanagement,StrategischesInformationsmanagement,,,,Function,,,104,meta:isDecomposedIn,Architekturmanagement,someValuesFrom,,,,
strategischesInformationsmanagement,strategisches Informationsmanagement,,,,Function,,,,meta:isDecomposedIn,InvestitionsEntscheidung,someValuesFrom,,45,,
strategischesInformationsmanagement,strategisches Informationsmanagement,,,,Function,,,,meta:isDecomposedIn,OutsourcingEntscheidung,someValuesFrom,,45,,
strategischesInformationsmanagement,strategisches Informationsmanagement,,,,Function,,,,meta:isDecomposedIn,Geschaeftsprozessmanagement,someValuesFrom,,45,,
strategischesInformationsmanagement,strategisches Informationsmanagement,,,,Function,,,,meta:isDecomposedIn,IntegrationvonInformationssystemen,someValuesFrom,,45,,
strategischesInformationsmanagement,strategisches Informationsmanagement,,,,Function,,,,meta:isDecomposedIn,Qualitaetsmanagement,someValuesFrom,,45,,
strategischesInformationsmanagement,strategisches Informationsmanagement,,,,Function,,,,meta:isDecomposedIn,Sicherheitsmanagement,someValuesFrom,,45,,
strategischesInformationsmanagement,strategisches Informationsmanagement,,,,Function,,,,meta:isDecomposedIn,Wissensmanagement,someValuesFrom,,45,,
strategischesInformationsmanagement,strategisches Informationsmanagement,,,,Function,,,,meta:isDecomposedIn,ErmittlungdesInformationsbedarfs,someValuesFrom,,45,,
strategischesInformationsmanagement,strategisches Informationsmanagement,,,,Function,,,,meta:isDecomposedIn,Govemance,someValuesFrom,,45,,
strategischesInformationsmanagement,strategisches Informationsmanagement,,,,Function,,,,meta:isDecomposedIn,Servicemanagement,someValuesFrom,,45,,
strategischesInformationsmanagement,strategisches Informationsmanagement,,,,Function,,,,meta:uses,Architektur,someValuesFrom,,45,,
StrategischesInformationsmanagement,Strategisches Informationsmanagement,,,,Function,,,,meta:isAssociatedWith,StrategischeManagementebene,someValuesFrom,,24,ERMOD,
StrategischesInformationsmanagement,Strategisches Informationsmanagement,Strategic Information Management,,,Function,,,,meta:isAssociatedWith,Informationsfunktion,someValuesFrom,,24,ERMOD,
StrategischesInformationsmanagement,Strategisches Informationsmanagement,,,,Function,,,,meta:updates,Informationsinfrastruktur,someValuesFrom,,24,ERMOD,
StrategischesInformationsmanagement,Strategisches Informationsmanagement,,,,Function,,,,meta:isDecomposedInIn,StrategischeItPlanung,someValuesFrom,,25,ERMOD,
StrategischesInformationsmanagement,Strategisches Informationsmanagement,,,,Function,,,,meta:isDecomposedInIn,StrategischeItSteuerung,someValuesFrom,,25,ERMOD,
StrategischesInformationsmanagement,Strategisches Informationsmanagement,,,,Function,,,,meta:isDecomposedInIn,StrategischeItUeberwachung,someValuesFrom,,25,ERMOD,
StrategischesInformationsmanagement,Strategisches Informationsmanagement,,,,Function,,,,meta:isDecomposedInIn,Strukturmanagement,someValuesFrom,,25,ERMOD,
StrategischesInformationsmanagement,Strategisches Informationsmanagement,,,,Function,,,,meta:isDecomposedInIn,Katastrophenmanagement,someValuesFrom,,25,ERMOD,
StrategischesInformationsmanagement,Strategisches Informationsmanagement,,,,Function,rdfs:subClassOf,ImAufgabe,,,,,,25,,
StrategischesInformationsmanagement,Strategisches Informationsmanagement,,,,Function,,,,meta:isDecomposedInIn,Qualitaetsmanagement,someValuesFrom,,25,ERMOD,
StrategischesInformationsmanagement,Strategisches Informationsmanagement,,,,Function,,,,meta:isDecomposedInIn,Technologiemanagement,someValuesFrom,,25,ERMOD,
StrategischesInformationsmanagement,Strategisches Informationsmanagement,,,,Function,,,,meta:isDecomposedInIn,Sicherheitsmanagement,someValuesFrom,,25,ERMOD,
StrategischesInformationsmanagement,Strategisches Informationsmanagement,,,,Function,,,,meta:isDecomposedInIn,Controlling,someValuesFrom,,25,ERMOD,
StrategischesInformationsmanagement,Strategisches Informationsmanagement,,,,Function,,,,meta:isDecomposedInIn,Revision,someValuesFrom,,25,ERMOD,
StrategischesInformationsmanagement,Strategisches Informationsmanagement,,,,Function,,,,meta:isDecomposedInIn,Outsourcing,someValuesFrom,,25,ERMOD,
StrategischeSituationsanalyse,Strategische Situationsanalyse,,,,Function,,,,,,,,91,,
StrategischeSituationsanalyse,Strategische Situationsanalyse,,,,Function,,,,meta:updates,ErgebnisstrategischerSitutationsanalyse,someValuesFrom,,manuell hinzugefügt,,
StrategischesItZiel,Strategisches IT-Ziel,strategic IT objective,,,EntityType,,,,,,,"Ziel, das die langfristige, unternehmensweite und den Wettbewerb positiv beeinflussende Veränderungen der IT lenkt.",103,,
StrategischesItZiel,Strategisches IT-Ziel,,,,EntityType,rdfs:subClassOf,Ziel,,,,,,105,,
StrategischesItZiel,Strategisches IT-Ziel,,,,EntityType,,,,meta:isBasedOn,StrategischesUnternehmensziel,someValuesFrom,,110,,
StrategischesUnternehmensziel,Strategisches Unternehmensziel,,,,EntityType,,,,,,,,110,,
strategischesUnternehmensziel,strategisches Unternehmensziel,,,,EntityType,,,,meta:isAssociatedWith,Informationsaufgabe,someValuesFrom,,92,,
strategischesUnternehmensziel,strategisches Unternehmensziel,,,,EntityType,,,,meta:isAssociatedWith,Komnunikationsaufgabe,someValuesFrom,,92,,
StrategischesZiel,Strategisches Ziel,"Strategic Goal, Unternehmensziel",,,EntityType,,,,,,,,43,ARCHI,
StrategischeUeberdehnung,Strategische Überdehnung,,,,EntityType,rdfs:subClassOf,StrategischesUngleichgewicht,,,,,"Die Informationsinfrastmktur ist durch strategische Überdehnung gekennzeichnet, wenn
weder Wirksamkeit noch Wirtschaftlichkeit gegeben sind. Weder wird das Leistungspotenzial
ausgeschöpft, noch erfolgt die unvollkommene Ausschöpfung wirtschaftlich",94,,
StrategischeVergeudung,Strategische Vergeudung,,,,EntityType,rdfs:subClassOf,StrategischesUngleichgewicht,,,,,"Die Informationsinfrastruktur ist
durch strategische Vergeudung
gekennzeichnet, wenn Wirtschaftlichkeit
gegeben ist, Wirksamkeit
aber nicht erreicht wird. Das Leistungspotenzial wird also nicht ausgeschöpft, mögliche
Erfolgsrealisiemngen werden nicht genutzt. Soweit das Leistungspotenzial ausgeschöpft
wird, erfolgt dies allerdings wirtschaftlich. (Hier passt folgende Metapher: Für einen
Smart sollte man sich nicht entscheiden, wenn man Weltreisen unternehmen will.)",94,,
StrategischeVerschwendung,Strategische Verschwendung,,,,EntityType,rdfs:subClassOf,StrategischesUngleichgewicht,,,,,"Die Informationsinfrastmktur ist
durch strategische Verschwendung
gekennzeichnet, wenn
Wirksamkeit gegeben ist, Wirtschaftlichkeit
aber nicht erreicht
wird. Zwar wird das Leistungspotenzial
im Wesentlichen ausgeschöpft,
dies erfolgt aber nicht
so wirtschaftlich wie möglich.
(You don't need a Porsche to
drive to the supermarket!)",94,,
StrategischeZielplanung,,,,,Function,,,104,meta:increases,Erfolgspotential,someValuesFrom,,,,
StrategischeZielplanung,,,,,Function,,,104,meta:updates,StrategischeZielplanungErgebnis,someValuesFrom,,,,
StrategischeZielplanung,Strategische Zielplanung,,,,Function,,,,,,,,104,,
StrategischeZielplanung,Strategische Zielplanung,,,,Function,,,,meta:uses,ErgebnisstrategischerSitutationsanalyse,someValuesFrom,,manuell hinzugefügt,,
StrategischeZielplanung,Strategische Zielplanung,,,,Function,,,,meta:updates,Handlungsspielraum,someValuesFrom,,104,,
strategischeZielplanung,strategische Zielplanung,,,,Function,,,,meta:uses,Situationsanalyse,someValuesFrom,"Mit der Durchfithmng einer Situationsanalyse wird die Voraussetzung fitr die sh'ategische
Zielplanung geschaffen, der zweiten Aufgabe der strategischen IT-Planung (vgl. Lerneinheit
SZIEL).",92,,
StrategischeZielplanungErgebnis,,,,,EntityType,,,,,,,Ergebnis der strategischen Zielplanung,104,,hinzugefügt
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
StructureConductPerformanceHypothese,Structure-Conduct-Performance-Hypothese,,,,EntityType,,,,,,,,118,,
StructureConductPerformanceHypothese,Structure-Conduct-Performance-Hypothese,,,,EntityType,rdfs:subClassOf,Hypothese,,,,,,118,,
Strukturorganisation,Strukturorganisation,Structure Organisation,,,Function,,,,,,,,18,ERMOD,
StrukturorganisationItBereichs,Strukturorganisation des IT-Bereichs,,,,EntityType,rdfs:subClassOf,Strukturorganisation,,,,,,manuell hinzugefügt,,
,,,,,,,,,,,,,,,
System,Fachentwurf,System (Architects),,,EntityType,rdfs:subClassOf,Perspektive,,,,,"Sicht der Systemarchitekten; Datenmodelle, Anwendungen und Velteilung von Systemkomponenten.",48,,
Systemanalyst,Systemanalyst,,,,Role,,,,meta:uses,Architektur,someValuesFrom,,46,,
Systemdenken,Systemdenken,Systems Thinking,Ganzheitlichkeit,Holism,EntityType,,,,,,,"Informationsfunktion und Informationsinfrastruktur werden unternehmensweit in ihrem Zusammenwirken und damit im Zusammenhang mit allen betrieblichen Aufgaben gesehen, die Objekte von Geschäftsprozessen sind. Für die Erklärung des Gesamtsystems reicht die Erklärung seiner Teilsysteme (wie Informationsfunktion, Informationsinfrastruktur, Geschäftsprozesse oder Komponenten dieser Teilsysteme) nicht aus, sondern ist auch die Erklärung der Beziehungen zwischen den Teilsystemen bzw. Komponenten erforderlich.",20,ERMOD,
Systementwurf,Systementwurf,System Design,,,EntityType,,,,,,,,18,ERMOD,
Szenariotechnik,Szenariotechnik,scenario technique,,,EntityType,,,,,,,Verfahren zur Gewinnung von Informationen über zukünftige Entwicklungen offener Systeme für die Formulierung von grundlegenden Konzepten wie Strategien und Teilstrategien (z.B. Sicherheitsstrategie).,113,,
TechnischeInfrastruktur,Technische Infrastruktur,,"IT-Infrastruktur, Technikinfrastruktur",,EntityType,,,,,,,,19,,
TechnischeInfrastrukturarchitektur,Technische Infrastrukturarchitektur,Infrastructure Architecture,,Platform Architecture,EntityType,rdfs:subClassOf,Teilarchitektur,,,,,"Modell der Struktur und der Beziehungen der technischen Komponenten, welche für den Betrieb der Anwendungssysteme notwendig sind. Die technische Infrastrukturarchitektur umfasst die technischen Komponenten (z. B.
Hardware, Betriebssysteme, Middleware, Kommunikationseinrichtungen), welche für den
Betrieb der Anwendungssysteme notwendig sind, sowie ihre Beziehungen zueinander. Die
technischen Komponenten werden auch als Systemplattform bezeichnet.",43;47,ARCHI,
TechnischeInfrastrukturarchitektur,Technische Infrastrukturarchitektur,,,,EntityType,,,,meta:isAssociatedWith,Anwendungssystem,someValuesFrom,,43,ARCHI,
,,,,,,,,,,,,,,,
TechnischeLeitlinie,Technische Leitlinie,,,,EntityType,,,,,,,Die technischen Leitlinien beinhalten Standards für die Beschaffung und Verwendung von IT-Mitteln.,115,,
TechnischorientiertesSachziel,Technisch orientiertes Sachziel,,,,EntityType,rdfs:subClassOf,Sachziel,,,,,"Beispiele für teschnisch orientierte Ziele sidn Nutzung von Grid Computing, Metadatenmanagement (Enterprise Information Management), Parallelverarbeitung, service orientierte Architekturen (SOA) oder Zugangskontrollsysteme (Identity Management).",105,,
TechnischorientiertesSachziel,Technisch orientiertes Sachziel,,,,EntityType,,,,,,,,105,,
TechnologicalPush,,Technological Push,,,EntityType,,,,,,,,205;manuell hinzugefügt,,
Technologie,Technologie,Technology,,,EntityType,,,,,,,,17,ERMOD,Objekttyp zu Erfolgspotenzial
Technologie,Technologie,,,,EntityType,,,,,,,,115,,
technologischeFlexibilitaet,technologische Flexibilität,,,,EntityType,rdfs:subClassOf,Wettbewerbsfaktor,,,,,,96,,
Technology,technischer Entwurf,Technology(Engineers),,,EntityType,rdfs:subClassOf,Perspektive,,,,,"Sicht der Techniker; Entwicklungsoptionen, technische Rahmenbedingungen und Restriktionen.",48,,
TechnologyArchitecture,TOGAF-Phase D,Technology Architecture,,,EntityType,,,,,,,"Phase D ""Technology
Architecture"" definiert die systemnahe Software sowie ggf. die Hardwaregmndlagen,
die notwendig sind, um die Anwendungssysteme entwickeln und betreiben zu können.",51,ARCHI,
Teilarchitektur,Teilarchitektur,,,,EntityType,rdfs:subClassOf,Architektur,46,,,,,,,
Teilstrategie,Teilstrategie,substrategy,,,EntityType,,,,,,,"Strategie, die sich auf bestimmte Objekte, Eigenschaften, Ziele, Technologien oder auf Phasen des Technologieeinsatzes bezieht.",113,,
Teilstrategie,Teilstrategie,,,,EntityType,rdfs:subClassOf,Strategie,,,,,,113,,
TheOpenGroup,The Open Group,,,,Role,,,,meta:isResponsibleForEntityType,TheOpenGroupArchitectureFramework,someValuesFrom,,50,ARCHI,
TheOpenGroupArchitectureFramework,The Open Group Architecture Framework,TOGAF ,,,EntityType,,,,meta:isDecomposedInIn,Metamodell,someValuesFrom,"Metamodell, Vorgehensmodell und unterstützende Werkzeuge zur Entwicklung von Unternehmensarchitekturen.",43,ARCHI,
TheOpenGroupArchitectureFramework,The Open Group Architecture Framework,TOGAF ,,,EntityType,,,,meta:isDecomposedInIn,Vorgehensmodell,someValuesFrom,,43,ARCHI,
TheOpenGroupArchitectureFramework,The Open Group Architecture Framework,TOGAF ,,,EntityType,,,,meta:isDecomposedInIn,Werkzeug,someValuesFrom,,43,ARCHI,
TheOpenGroupArchitectureFramework,The Open Group Architecture Framework,,,,EntityType,,,,meta:isDecomposedInIn,TOGAFArchitectureDevolopmentMethod,someValuesFrom,,50,ARCHI,
TheoretischeZielanalyse,Theoretische Zielanalyse,,,,EntityType,,,,,,,"Die theorethische Zielanalyse leitet strategische IT-Ziele aus dem Erklärungsmodell des Informationsmanagements ab( IM-Modell), dessen Anpassung an die unternehmensspezifischen Bedingungen (IM-Konzept) Vorraussetzung für eine informationsorientierte Unternehmensführung ist.",106,,
TheoretischeZielanalyse,Theoretische Zielanalyse,,,,EntityType,rdfs:subClassOf,Methode,,,,,,,,hinzugefügt
Timing(When?),Timing  (When?) ,,,,EntityType,rdfs:subClassOf,Frage,,,,,,48,,
TOGAF,TOGAF,,,,EntityType,rdfs:subClassOf,Vorgehensmodell,,,,,"Das international bekannteste Vorgehensmodell ist die TOGAF Architecture
Development Method. Es wird von der Open Group entwickelt, einem internationalen Verband
von IT-Anbieterm  und -Anwenderm ",50,,
TOGAF,TOGAF,,,,EntityType,,,50,meta:isDecomposedInIn,TOGAFPhase,someValuesFrom,,,,
TOGAFArchitectureDevolopmentMethod,TOGAF Architecture Devolopment Method,,,,EntityType,rdfs:subClassOf,Vogehensmodell,,,,,,50,ARCHI,
TOGAFArchitectureDevolopmentMethod,TOGAF Architecture Devolopment Method,,,,EntityType,,,,meta:isDecomposedInIn,Preliminary,someValuesFrom,,51,ARCHI,
TOGAFArchitectureDevolopmentMethod,TOGAF Architecture Devolopment Method,,,,EntityType,,,,meta:isDecomposedInIn,ArchitectureVision,someValuesFrom,,51,ARCHI,
TOGAFArchitectureDevolopmentMethod,TOGAF Architecture Devolopment Method,,,,EntityType,,,,meta:isDecomposedInIn,InformationSystemsArchitecture,someValuesFrom,,51,ARCHI,
TOGAFArchitectureDevolopmentMethod,TOGAF Architecture Devolopment Method,,,,EntityType,,,,meta:isDecomposedInIn,TechnologyArchitecture,someValuesFrom,,51,ARCHI,
TOGAFArchitectureDevolopmentMethod,TOGAF Architecture Devolopment Method,,,,EntityType,,,,meta:isDecomposedInIn,OpportunitiesAndSolutions,someValuesFrom,,51,ARCHI,
TOGAFArchitectureDevolopmentMethod,TOGAF Architecture Devolopment Method,,,,EntityType,,,,meta:isDecomposedInIn,MigrationPlanning,someValuesFrom,,51,ARCHI,
TOGAFArchitectureDevolopmentMethod,TOGAF Architecture Devolopment Method,,,,EntityType,,,,meta:isDecomposedInIn,ImplementationGovernance,someValuesFrom,,51,ARCHI,
TOGAFArchitectureDevolopmentMethod,TOGAF Architecture Devolopment Method,,,,EntityType,,,,meta:isDecomposedInIn,ArchitectureChangeManagement,someValuesFrom,,51,ARCHI,
TOGAFArchitectureDevolopmentMethod,TOGAF Architecture Devolopment Method,,,,EntityType,,,,meta:isDecomposedInIn,RequirementsManagement,someValuesFrom,,51,ARCHI,
TOGAFArchitectureDevolopmentMethod,TOGAF Architecture Devolopment Method,,,,EntityType,,,,meta:isDecomposedInIn,BusinessArchitecture,someValuesFrom,,51,ARCHI,
TopdownAnsatz,Top-down-Ansatz,,,,EntityType,,,,,,,"Mit dem Top-down-Ansatz werden die strategischen Ziele für die administrative Ebene sowie dann die damit gesetzten administrativen Ziele für die operative Ebene abgeleitet.(""heruntergebrochen"")",104,,
TopManagement,Top Management,,,,Role,,,,meta:isDecomposedInIn,Cio,someValuesFrom,,25,ERMOD,
TopManagement,Top Management,,,,Role,,,,meta:isDecomposedInIn,Lenkungsausschuss,someValuesFrom,,25,ERMOD,
TopManagement,Top Management,,,,Role,,,,meta:isResponsibleForFunction,StrategischesInformationsmanagement,someValuesFrom,"CIO, Lenkungsausschuss",25,ERMOD,
Umweltanalyse,Umweltanalyse,,,,Function,,,,meta:isAssociatedWith,Komponentenanalyse,someValuesFrom,"Mit der Umweltanalyse sollen die strategisch bedeutsamen Eigenschaften des IT-Marktes
ermittelt werden; sie ist primär Technologieanalyse (vgl. Lemeinheit TECHM). Dabei steht
das Erkennen von Entwicklungstrends bei Infonnations- und Kommunikationstechnologien
(Hardware und Software, z. B. neue Internettechnologien wie Web 2.0), bei Methoden und
Arbeitstechniken (z. B. Modellierungssprachen) und bei Dienstleistungen (z. B. ASP = Application
Service Providing, Cloud Computing) im Vordergrund. Beobachtungsobjekte sind
einschlägige Messen (insbesondere Cebit Hannover) und Zeitungen (z. B. Computer Zeitung,
Computerwoche), Fachliteratur (Fachbücher und Fachzeitschriften), Internet-Recherchen,
Präsentationen der Technologieanbieter sowie einschlägige, anbieterunabhängige Seminare.",98,,
Umweltanalyse,Umweltanalyse,,,,Function,,,,meta:isAssociatedWith,strategischbedeutsamenEigenschaftendesItMarktes,someValuesFrom,,98,,
Umweltanalyse,Umweltanalyse,,,,Function,rdfs:subClassOf,Technologieanalyse,,,,,,98,,
Umweltanalyse,Umweltanalyse,,,,Function,,,,meta:isAssociatedWith,EntwicklungstrendbeiInformationsundKommunikationstechnologie,someValuesFrom,,98,,
Umweltanalyse,Umweltanalyse,,,,Function,,,,meta:isAssociatedWith,Methode,someValuesFrom,,98,,
Umweltanalyse,Umweltanalyse,,,,Function,,,,meta:isAssociatedWith,Arbeitstechnik,someValuesFrom,,98,,
Umweltanalyse,Umweltanalyse,,,,Function,,,,meta:isAssociatedWith,Dienstleistung,someValuesFrom,,98,,
Umweltanalyse,Umweltanalyse,,,,Function,,,,meta:uses,Beobachtungsobjekt,someValuesFrom,,98,,
Umweltanalyse,Umweltanalyse,,,,Function,,,,meta:isAssociatedWith,Innovation,someValuesFrom,,98,,
Umweltanalyse,Umweltanalyse,,,,Function,,,,meta:updates,Potenzialfaktor,someValuesFrom,,99,,
Umweltstrategie,Umweltstrategie,,,,EntityType,,,,,,,,120,,
Umweltstrategie,Umweltstrategie,,,,EntityType,,,,meta:increases,Umweltschutz,someValuesFrom,,120,,
Unbeobachtbarkeit,Unbeobachtbarkeit,,,,EntityType,,,,,,,,108,,
Unbeobachtbarkeit,Unbeobachtbarkeit,,,,EntityType,rdfs:subClassOf,ItSicherheitsanforderung,,,,,,108,,
Unternehmensarchitektur,Unternehmensarchitektur,Enterprise Architecture,,,EntityType,,,,,,,"Modell der Elemente eines Unternehmens sowie deren Beziehungen aus betriebswirtschaftlicher Sicht, der strategischen Ziele sowie der Verfahren und Ressourcen zur Realisierung dieser Ziele.",43,ARCHI,
Unternehmensarchitektur,Unternehmensarchitektur,,,,EntityType,,,,meta:isBasedOn,StrategischesZiel,someValuesFrom,,43,ARCHI,
Unternehmensarchitektur,Unternehmensarchitektur,,,,EntityType,,,,,,,"Unternehmensarchitektur ist das umfassendste Modell. Nach Sinz beschreibt die Unternehmensarchitektur
die Struktur eines Unternehmens aus betriebswirtschaftlicher Sicht, die
strategischen Ziele sowie die Verfahren und Ressourcen zur Realisierung dieser Ziele [...].",46,ARCHI,
Unternehmensarchitektur,Unternehmensarchitektur,,,,EntityType,rdfs:subClassOf,Teilarchitektur,,,,,"Nach Sinz beschreibt die Unternehmensarchitektur
die Struktur eines Unternehmens aus betriebswirtschaftlicher Sicht, die
strategischen Ziele sowie die Verfahren und Ressourcen zur Realisierung dieser Ziele",46,,
Unternehmensarchitektur,Unternehmensarchitektur,,,,EntityType,,,46,meta:isDecomposedInIn,Geschaeftsarchitektur,someValuesFrom,,,,
Unternehmensarchitektur,Unternehmensarchitektur,,,,EntityType,,,47,meta:isDecomposedInIn,Anwendungsarchitektur,someValuesFrom,,,,
Unternehmensarchitektur,Unternehmensarchitektur,,,,EntityType,,,47,meta:isDecomposedInIn,Informationssystemarchitektur,someValuesFrom,,,,
Unternehmensarchitektur,Unternehmensarchitektur,,,,EntityType,,,47,meta:isDecomposedInIn,Softwarearchitektur,someValuesFrom,,,,
Unternehmensarchitektur,Unternehmensarchitektur,,,,EntityType,,,47,meta:isDecomposedInIn,Datenarchitektur,someValuesFrom,,,,
Unternehmensarchitektur,Unternehmensarchitektur,,,,EntityType,,,47,meta:isDecomposedInIn,TechnischeInfrastrukturarchitektur,someValuesFrom,,,,
,,,,,,,,,,,,,,,
Unternehmenserfolg,Unternehmenserfolg,Corporate Success,,,EntityType,,,,meta:isBasedOn,Erfolgspotenzial,someValuesFrom,,17,ERMOD,
Unternehmenserfolg,Unternehmenserfolg,,,,EntityType,,,,meta:isAssociatedWith,quantitativefinanzielleMetrik,someValuesFrom,,95,,
Unternehmensgesetzbuch,Unternehmensgesetzbuch,,UGB (Ö),,EntityType,rdfs:subClassOf,Gesetz,,,,,Unternehmensgesetzbuch (Österreich).,Website;67,RECHT,
Unternehmensleitbild,Unternehmensleitbild,Corporate Mission Statement,,,EntityType,,,,,,,,21,ERMOD,
Unternehmensleitung,Unternehmensleitung,,,,Role,,,,meta:uses,Architektur,someValuesFrom,,46,,
Unternehmensstrategie,Unternehmensstrategie,corporate strategy,,,EntityType,,,,,,,"Strategie, die auf die Beantwortung der Frage gerichtet ist, was das Unternehmen in Zukunft aus welchen Gründen sein will.",113,,
Unternehmensstrategie,Unternehmensstrategie,,,,EntityType,rdfs:subClassOf,Strategie,,,,,,113,,
Unternehmensstrategie,Unternehmensstrategie,,,,EntityType,,,,meta:isDecomposedIn,Wettbewerbsstrategie,someValuesFrom,,113,,
Unternehmensstrategie,Unternehmensstrategie,,,,EntityType,,,,meta:isDecomposedIn,ItStrategie,someValuesFrom,,114,,
UnternehmenstypDurchbruch,Unternehmenstyp Durchbruch,,,,EntityType,,,,,,,"Unternehmenstyp III Durchbmch: In Unternehmen dieses Typs hat die InfOlmationsfunktion
zwar gegenwärtig nur eine geringe Bedeutung fitr die ElTeichung der Unternehmensziele,
diese nimmt aber in Zukunft stark zu. Daraus resultiert ein zunehmender
Stellenwert des Infonnationsmanagements, das sich daher vornehmlich mit der Schaf-·
fung, Nutzung und Weiterentwicklung einer leistungsfähigen Infrastmkhlr befasst, also
mit sh'ategischen und administrativen Aufgaben (z. B. ein Auktionshaus, das sein Geschäft
in Zukunft vornehmlich über das Internet abwickeln, also Online-Auktionen
durchfithren will).",93,,
UnternehmenstypFabrik,Unternehmenstyp Fabrik,,,,EntityType,,,,,,,"Unternehmenstyp II Fabrik: In
Unternehmen dieses Typs hat die
Informationsfunktion zwar gegenwärtig
eine große Bedeutung
fitr die ElTeichung der Unternehmensziele,
diese nimmt aber in
Zukunft ab. Das Informationsmanagement
konzenh'iert sich auf
adminish'ative Aufgaben, das
heißt auf die Pflege und Weiterentwicklung
der vorhandenen Infrashuktur
sowie auf die operativen
Aufgaben ihrer Nutzung
(z. B. ein auf einem nationalen
Markt tätiges Unternehmen der
Bauindustrie, dessen Übernahme
durch ein global agierendes Unternehmen
geplant ist).",93,,
Unternehmenstypologie,Unternehmenstypologie,enterprise typology,,,EntityType,,,,,,,Systematik zum Einschätzen der strategischen Rolle der Informationsfunktion in Abhängigkeit vom Leistungspotenzial.,91,,
Unternehmenstypologie,Unternehmenstypologie,,,,EntityType,,,,meta:isAssociatedWith,Potenzialattribut,someValuesFrom,,92,,
Unternehmenstypologie,Unternehmenstypologie,,,,EntityType,,,,meta:isDecomposedIn,Unterstuetzung,someValuesFrom,,92,,
Unternehmenstypologie,Unternehmenstypologie,,,,EntityType,,,,meta:isDecomposedIn,Fabrik,someValuesFrom,,93,,
Unternehmenstypologie,Unternehmenstypologie,,,,EntityType,,,,meta:isDecomposedIn,Durchbruch,someValuesFrom,,93,,
