c,l,Persian,Persian2,Problem/Question,English,MYD answer,MG answer
http://www.snik.eu/ontology/bb/AdministrativeStaff,Administrative Staff,کارکنان اداری,,,,,
http://www.snik.eu/ontology/bb/TreatmentBill,Behandlungsrechnung|treatment bill,پرونده درمان,,,,,
http://www.snik.eu/ontology/bb/Controlling,Controlling,کنترل کردن,نظارت کردن,,,,
http://www.snik.eu/ontology/bb/EuroRecEHRQualitySeal,EuroRec EHR Quality Seal,نشان کیفیت EHR از EuroRec ,,,,,
http://www.snik.eu/ontology/bb/ImprovingCustomerCenteredServices,Improving Customer-Centered Services,بهبود خدمات مشتری متمرکز,,,,,
http://www.snik.eu/ontology/bb/Cen,CEN,CEN,,,,,
http://www.snik.eu/ontology/bb/DepartmentOfQualityManagement,Department of Quality Management,گروه مدیریت کیفیت,,,,,
http://www.snik.eu/ontology/bb/3LGM2EnterpriseFunction,3LGMÂ² Enterprise Function,تابع سازمانی 3LGM2,,,,,
http://www.snik.eu/ontology/bb/Isolation,Isolation,جداسازی,قرنطینه,,,,
http://www.snik.eu/ontology/bb/AvailabilityOfApplicationComponents,Availability of Application Components,در دسترس بودن اجزای برنامه,,,,,
http://www.snik.eu/ontology/bb/ContinuousQualityImprovementProcess,Continuous Quality Improvement Process,فرآیند بهبود کیفیت مداوم,,,,,
http://www.snik.eu/ontology/bb/DeliverAndSupport,Deliver and Support,تحویل و پشتیبانی,,,,,
http://www.snik.eu/ontology/bb/NetworkMonitoring,Network Monitoring,نظارت بر شبکه,,,,,
http://www.snik.eu/ontology/bb/MonitoringOfNationalLocalPress,Monitoring of National Local Press,نظارت بر مطبوعات محلی ,نظارت بر مطبوعات محلی کشور ,,,,
http://www.snik.eu/ontology/bb/PatientSatisfactionSurvey,Patient Satisfaction Survey,بررسی رضایت بیمار,,,,,
http://www.snik.eu/ontology/bb/FunctionalRedundancyRate,Functional Redundancy Rate,میزان افزونگی کارکرد,,,,,
http://www.snik.eu/ontology/bb/ISO9241109,ISO 9241-109,ISO 9241-109,,,,,
http://www.snik.eu/ontology/bb/RoleModelingElement,Role Modeling Element,نقش عنصر مدل سازی,,,,,
http://www.snik.eu/ontology/bb/ModelingInformationSystems,Modeling Information Systems,مدل سازی سیستم های اطلاعاتی ,,,,,
http://www.snik.eu/ontology/bb/PreliminaryOutlineOfAStudy,Preliminary Outline of a Study,مقدمات طرح کلی مطالعه,,,,,
http://www.snik.eu/ontology/bb/ReportToTheCEO,Report to the CEO,گزارش به مدیرعامل,,,,,
http://www.snik.eu/ontology/bb/DicomMessageFormat,DICOM Message Format,فرمت پیام DICOM,,,,,
http://www.snik.eu/ontology/bb/3LGM2M,3LGMÂ²-M,3LGMA2-M,,,,,
http://www.snik.eu/ontology/bb/CommunicationLink,Communication Link|Kommunikationsverbindung,لینک ارتباط,,,,,
http://www.snik.eu/ontology/bb/CobitDomain,COBIT Domain,دامنه COBIT,,,,,
http://www.snik.eu/ontology/bb/3LGM2ApplicationComponent,3LGMÂ² Application Component,اجزای برنامه 3LGM2,,,,,
http://www.snik.eu/ontology/bb/GoalOfMedicalResearch,Goal of Medical Research,هدف تحقیقات پزشکی,,,,,
http://www.snik.eu/ontology/bb/Resource,Resource,منابع,,,,,
http://www.snik.eu/ontology/bb/ClinicalResearch,Clinical Research,تحقیقات بالینی,,,,,
http://www.snik.eu/ontology/bb/DecisionMakingAndPatientInformation,Decision Making and Patient Information,تصمیم گیری و اطلاعات بیمار,,,,,
http://www.snik.eu/ontology/bb/Specialization,Specialization,تخصص,,,,,
http://www.snik.eu/ontology/bb/MonitoringOfVitalSigns,Monitoring of Vital Signs,نظارت بر علائم حیاتی,,,,,
http://www.snik.eu/ontology/bb/Teleconsultation,Teleconsultation,مشاوره از راه دور,,,,,
http://www.snik.eu/ontology/bb/ServiceDeskManagement,Service Desk Management,میز مدیریت خدمات,,,,,
http://www.snik.eu/ontology/bb/HealthInsuranceCompany,Health Insurance Company,شرکت بیمه درمانی,,,,,
http://www.snik.eu/ontology/bb/Archiving,Archivierung|Archiving,آرشیو,بایگانی,,,,
http://www.snik.eu/ontology/bb/PlanningOfBuildings,Planning of Buildings,برنامه ریزی ساختمان,,,,,
http://www.snik.eu/ontology/bb/QualityOfHISProcesses,Quality of HIS Processes,کیفیت فرآیندهای HIS,,,,,
http://www.snik.eu/ontology/bb/SynchronousCommunication,Synchrone Kommunikation|Synchronous Communication,ارتباط همزمان,,,,,
http://www.snik.eu/ontology/bb/SuitabilityForTheTask,Suitability for the Task,مناسب برای این کار,,,,,
http://www.snik.eu/ontology/bb/Pmbok,PMBOK,PMBOK,,,,,
http://www.snik.eu/ontology/bb/Material,Material,مواد,,,,,
http://www.snik.eu/ontology/bb/Noc,NOC,NOC,,,,,
http://www.snik.eu/ontology/bb/InformationManagementInHospitals,Information Management in Hospitals,مدیریت اطلاعات در بیمارستان ها,,,,,
http://www.snik.eu/ontology/bb/BloodBank,Blood Bank,بانک خون,,,,,
http://www.snik.eu/ontology/bb/InternationalDICOMCommittee,International DICOM Committee,کمیته بین المللی DICOM,,,,,
http://www.snik.eu/ontology/bb/NursingManagementAndDocumentationSystem,Nursing Management and Documentation System|Pflegedokumentationssystem,سیستم مدیریت و مستندسازی پرستاری,,,,,
http://www.snik.eu/ontology/bb/EventCountingStudy,Event Counting Study,بررسی شمارش رویداد,,,,,
http://www.snik.eu/ontology/bb/JointCommissionsCertificationProgram,Joint Commissionâ€™s Certification Program,برنامه صدور گواهینامه مشترک,,,,,
http://www.snik.eu/ontology/bb/QualityOfInformationManagement,Quality of Information Management,کیفیت مدیریت اطلاعات,,,,,
http://www.snik.eu/ontology/bb/StrategicHISMonitoringResult,Strategic HIS Monitoring Result,نتایج نظارت استراتژیک HIS,,,,,
http://www.snik.eu/ontology/bb/ManMadeSystem,Man-Made System,سیستم ساخته شده توسط انسان,,,,,
http://www.snik.eu/ontology/bb/OrganizationalModel,Organisations-Modell|Organizational Model,مدل سازمانی,,,,,
http://www.snik.eu/ontology/bb/Book,Book,کتاب,,,,,
http://www.snik.eu/ontology/bb/ProjectExecutionModule,Project Execution Module,مدول اجرای پروژه,,,,,
http://www.snik.eu/ontology/bb/RecruitmentOfPatients,Recruitment of Patients,ثبت نام بیماران برای مطالعه پژوهشی,,,,,
http://www.snik.eu/ontology/bb/A01,A01,A01,,,,,
http://www.snik.eu/ontology/bb/Data,Data|Daten,داده,,,,,
http://www.snik.eu/ontology/bb/BusinessProcessReferenceModel,Business Process Reference Model,مدل مرجع فرآیند کسب و کار,,,,,
http://www.snik.eu/ontology/bb/Khg,Krankenhausgesetz,قانون بیمارستان,,,,,
http://www.snik.eu/ontology/bb/MixedDB1DBnStyle,Mixed DB1-DBn Style,ترکیب روش DB1-DBn,,,,,
http://www.snik.eu/ontology/bb/NursingCenter,Nursing Center,مرکز پرستاری,,,,,
http://www.snik.eu/ontology/bb/DicomFileFormat,DICOM File Format,فرمت فایل DICOM,,,,,
http://www.snik.eu/ontology/bb/Study,Study,مطالعه,بررسی,,,,
http://www.snik.eu/ontology/bb/ProjectPlan,Project Plan,طرح پروژه,,,,,
http://www.snik.eu/ontology/bb/HospitalStaff,Hospital Staff,کارکنان بیمارستان,,,,,
http://www.snik.eu/ontology/bb/RehabilitationCenter,Rehabilitation Center,مرکز توانبخشی,,,,,
http://www.snik.eu/ontology/bb/StrategicAlignment,Strategic Alignment|Strategische Ausrichtung,هم راستایی استراتژیک,,,,,
http://www.snik.eu/ontology/bb/MedicalGuideline,Medical Guideline,دستورالعمل پزشکی,,,,,
http://www.snik.eu/ontology/bb/ProjectManagementBoard,Project Management Board,هیئت مدیره پروژه,,,,,
http://www.snik.eu/ontology/bb/OrderCatalog,Order Catalog,سفارش کاتالوگ,,,,,
http://www.snik.eu/ontology/bb/HospitalManagement,Hospital Management,مدیریت بیمارستان,,,,,
http://www.snik.eu/ontology/bb/ThirdLevelSupport,Third-Level Support,سطح سوم پشتیبانی,,,,,
http://www.snik.eu/ontology/bb/PersonalComputer,Personal Computer,کامپیوتر شخصی,,,,,
http://www.snik.eu/ontology/bb/SecurityOfData,Security of Data,امنیت داده ها,,,,,
http://www.snik.eu/ontology/bb/UserSatisfaction,User Satisfaction,رضایت کاربر,,,,,
http://www.snik.eu/ontology/bb/ClientServerArchitecture,Client-Server Architecture|Client-Server-Architektur,معماری مشتری-سرور,,,,,
http://www.snik.eu/ontology/bb/DataSecurityOfficer,Data Security Officer,مسئول امنیت اطلاعات,,,,,
http://www.snik.eu/ontology/bb/DigitalXRay,Digital X-Ray,X-Ray دیجیتال,,,,,
http://www.snik.eu/ontology/bb/3LGM2SendingInterface,3LGMÂ² Sending Interface,3LGM ² ارسال رابط,,,,,
http://www.snik.eu/ontology/bb/HardwareVendor,Hardware Vendor,فروشنده سخت افزار,,,,,
http://www.snik.eu/ontology/bb/Food,Food,غذا,,,,,
http://www.snik.eu/ontology/bb/Cdrom,CD-ROM,CD-ROM,,,,,
http://www.snik.eu/ontology/bb/MedicalAndNursingKnowledge,Medical and Nursing Knowledge,دانش پزشکی و پرستاری,علم پزشکی و پرستاری,,,,
http://www.snik.eu/ontology/bb/SemistructuredInterview,Semistructured Interview,مصاحبه نیمه ساختاریافته,,,,,
http://www.snik.eu/ontology/bb/TheProviderCentricStrategy,The Provider-Centric Strategy,استراتژی ارائه دهنده مرکزی,,,,,
http://www.snik.eu/ontology/bb/PerformanceOfApplicationComponents,Performance of Application Components,عملکرد اجزاء برنامه,,,,,
http://www.snik.eu/ontology/bb/RadiologyReport,Radiology Report,گزارش رادیولوژی,,,,,
http://www.snik.eu/ontology/bb/MediaCrack,Media Crack|Medienbruch,شکاف رسانه ای,,,,,
http://www.snik.eu/ontology/bb/SchedulingAndResourceAllocation,Scheduling and Resource Allocation,برنامه ریزی و اختصاص منابع,,,,,
http://www.snik.eu/ontology/bb/TeleradiologySystem,Teleradiology System,سیستم تله رادیولوژی,,,,,
http://www.snik.eu/ontology/bb/PatientTransport,Patient Transport,حمل و نقل بیمار,,,,,
http://www.snik.eu/ontology/bb/UpdatingTheStrategicInformationManagementPlan,Updating the Strategic Information Management Plan,به روز رسانی برنامه مدیریت اطلاعات استراتژیک,آپدیت برنامه مدیریت اطلاعات استراتژیک,,,,
http://www.snik.eu/ontology/bb/3TierArchitecture,3-tier Architecture,معماری سطح 3,,,,,
http://www.snik.eu/ontology/bb/UniversityMedicalCenter,University Medical Center,مرکز بهداشتی دانشگاه,مرکز پزشکی دانشگاه,,,,
http://www.snik.eu/ontology/bb/EntityTypeRelationModelingElement,Entity Type Relation Modeling Element,انواع موجودیت عنصر مدل سازی رابطه,,,,,
http://www.snik.eu/ontology/bb/CertifiablePhysicalDataProcessingSystem,certifiable physical data processing system,گواهینامه سیستم پردازش داده های فیزیکی,,,,,
http://www.snik.eu/ontology/bb/3LGM2PhysicalToolLayer,3LGMÂ² Physical Tool Layer,لایه ابزار فیزیکی 3LGM2,,,,,
http://www.snik.eu/ontology/bb/HL7ReceiptMessage,HL7 Receipt Message,پیام دریافت HL7,,,,,
http://www.snik.eu/ontology/bb/HL7MessageType,HL7 Message Type,نوع پیام HL7,,,,,
http://www.snik.eu/ontology/bb/IheTransaction,IHE Transaction,انجام IHE,,,,,
http://www.snik.eu/ontology/bb/CommunicationProtocol,Communication Protocol,پروتکل ارتباطی,,,,,
http://www.snik.eu/ontology/bb/PatientAdministration,Patient Administration,مدیریت بیمار,,,,,
http://www.snik.eu/ontology/bb/CostOfTreatment,Cost of Treatment,هزینه درمان,,,,,
http://www.snik.eu/ontology/bb/FederatedDatabaseSystem,Federated Database System|FÃ¶deriertes Datenbanksystem,سیستم پایگاه داده متعهد,,,,,
http://www.snik.eu/ontology/bb/MedicalDevice,Medical Device,تجهیزات پزشکی,,,,,
http://www.snik.eu/ontology/bb/PerformantPhysicalDataProcessingSystem,"performant physical data processing system""",سیستم پردازش داده های فیزیکی عملکردی,سیستم پردازش داده های فیزیکی اجرا کننده,,,,
http://www.snik.eu/ontology/bb/ProcessChain,Process Chain,زنجیره فرآیند,,,,,
http://www.snik.eu/ontology/bb/LaboratoryStudy,Laboratory Study,مطالعه آزمایشگاهی,,,,,
http://www.snik.eu/ontology/bb/TacticalHISMonitoring,Tactical HIS Monitoring,نظارت تاکتیکی بر HIS,,,,,
http://www.snik.eu/ontology/bb/PatientLink,Patient Link,لینک بیمار,,,,,
http://www.snik.eu/ontology/bb/UsablePhysicalDataProcessingSystem,usable physical data processing system,سیستم پردازش داده های فیزیکی قابل استفاده,,,,,
http://www.snik.eu/ontology/bb/Typewriter,Schreibmaschine|Typewriter,ماشین تحریر,,,,,
http://www.snik.eu/ontology/bb/StrategicGoalOfTheInstitution,Strategic Goal of the Institution,هدف استراتژیک موسسه,,,,,
http://www.snik.eu/ontology/bb/ComputerBasedTool,Computer-Based Tool,ابزارمبتنی بر کامپیوتر,,,,,
http://www.snik.eu/ontology/bb/StorageService,Storage Service,خدمات ذخیره سازی,,,,,
http://www.snik.eu/ontology/bb/3LGM2SInvokingInterface,3LGMÂ²-S Invoking Interface,رابط کاربری 3LGM2-S,,,,,
http://www.snik.eu/ontology/bb/UmlMethod,UML Method,روش UML,,,,,
http://www.snik.eu/ontology/bb/ComputerBasedInformationProcessing,Computer-Based Information Processing,پردازش اطلاعات مبتنی بر کامپیوتر,,,,,
http://www.snik.eu/ontology/bb/EuroRec,EuroRec,EuroRec,,,,,
http://www.snik.eu/ontology/bb/EfficiencyOfInformationLogistics,Efficiency of Information Logistics,کارآیی لجستیک اطلاعات,کارآیی تدارکات اطلاعات,,,,
http://www.snik.eu/ontology/bb/FamilyHistory,Family History,سابقه خانوادگی,,,,,
http://www.snik.eu/ontology/bb/Sgbv,SGB V|Sozialgesetzbuch V,کتاب قانون اجتماعی V,,,,,
http://www.snik.eu/ontology/bb/ArchitectureOfAnInformationSystem,Architecture of an Information System|Architektur eines Informationssystems,معماری یک سیستم اطلاعاتی,,,,,
http://www.snik.eu/ontology/bb/ISO9241,ISO 9241,ISO 9241,,,,,
http://www.snik.eu/ontology/bb/LogicalOperatorModelingElement,Logical Operator Modeling Element,عنصر مدل سازی اپراتور منطقی,,,,,
http://www.snik.eu/ontology/bb/ExternalFinding,External Finding,کشف خارجی ,,,,,
http://www.snik.eu/ontology/bb/InformationManagementStaff,Information Management Staff,کارکنان مدیریت اطلاعات,,,,,
http://www.snik.eu/ontology/bb/SkinCare,Skin Care,مراقبت از پوست,,,,,
http://www.snik.eu/ontology/bb/JointCommission,Joint Commission,کمیسیون مشترک,,,,,
http://www.snik.eu/ontology/bb/StrategicHISMonitoring,Strategic HIS Monitoring,نظارت استراتژیک HIS,,,,,
http://www.snik.eu/ontology/bb/Vendor,Vendor,فروشنده,,,,,
http://www.snik.eu/ontology/bb/OrganizationalMetamodel,Organizational Metamodel,متامودال سازمانی,,,,,
http://www.snik.eu/ontology/bb/StandardizationOfHISArchitecture,Standardization of HIS Architecture,استاندارد سازی معماری HIS,,,,,
http://www.snik.eu/ontology/bb/SystemSpecification,System Specification,مشخصات سیستم,,,,,
http://www.snik.eu/ontology/bb/UmlAbstractClass,UML Abstract Class,کلاس انتزاعی UML,,,,,
http://www.snik.eu/ontology/bb/CP1Style,CP1 Style,سبک CP1,,,,,
http://www.snik.eu/ontology/bb/DebtorAccounting,Debtor Accounting,بدهکارحسابداری ,,,,,
http://www.snik.eu/ontology/bb/HisQuality,HIS Quality,کیفیت HIS,,,,,
http://www.snik.eu/ontology/bb/Mpeg,MPEG|Moving Pictures Expert Group,گروه کارشناسان تصاویر متحرک,,,,,
http://www.snik.eu/ontology/bb/InformationProcessingTool,Information Processing Tool|Werkzeug der Informationsverarbeitung,ابزار پردازش اطلاعات,,,,,
http://www.snik.eu/ontology/bb/DoubleExamination,Double Examination,بررسی دوگانه,,,,,
http://www.snik.eu/ontology/bb/HL7PatientVisitInformation,HL7 Patient Visit Information,اطلاعات مربوط به بیمار HL7,,,,,
http://www.snik.eu/ontology/bb/InformationDesk,Information Desk,میز اطلاعات,,,,,
http://www.snik.eu/ontology/bb/ServiceDesign,Service Design,خدمات طراحی ,,,,,
http://www.snik.eu/ontology/bb/WorkSampling,Work Sampling,نمونه برداری کار,,,,,
http://www.snik.eu/ontology/bb/Transcription,Transcription|Transkription,رونویسی,,,,,
http://www.snik.eu/ontology/bb/ProjectPortfolio,Project Portfolio,نمونه پروژه,,,,,
http://www.snik.eu/ontology/bb/NursingCarePlanning,Nursing Care Planning,برنامه ریزی مراقبت پرستاری,,,,,
http://www.snik.eu/ontology/bb/VnStyle,Vn Style,سبک Vn,,,,,
http://www.snik.eu/ontology/bb/ProjectMonitoring,Project Monitoring,نظارت بر پروژه,,,,,
http://www.snik.eu/ontology/bb/TimeMeasurement,Time Measurement,اندازه گیری زمان,,,,,
http://www.snik.eu/ontology/bb/IheConnectAThon,IHE Connect-a-thon,,,,,,
http://www.snik.eu/ontology/bb/DataSecurity,Data Security,امنیت داده ها,,,,,
http://www.snik.eu/ontology/bb/Icpm,ICPM,ICPM,,,,,
http://www.snik.eu/ontology/bb/199993EG,1999/93/EG,1999/93/EG,,,,,
http://www.snik.eu/ontology/bb/GeneralPractice,General Practice,عمل عمومی,,,,,
http://www.snik.eu/ontology/bb/Nomenclature,Nomenclature,مجموعه لغات,فهرست اصطلاحات/طبقه بندی,,,,
http://www.snik.eu/ontology/bb/Law,Law,قانون,,,,,
http://www.snik.eu/ontology/bb/3LGM2SServiceClass,3LGMÂ²-S Service Class,کلاس خدمات 3LGM2-S,,,,,
http://www.snik.eu/ontology/bb/InformationManagementInHealthCareNetworks,Information Management in Health Care Networks,مدیریت اطلاعات در شبکه های مراقبت های بهداشتی,,,,,
http://www.snik.eu/ontology/bb/MonitoringOfNationalLegislation,Monitoring of National Legislation,نظارت بر تدوین و تصویب قانون ملی,,,,,
http://www.snik.eu/ontology/bb/InformationManagement,Information Management|Information Management Function|Informationsmanagement,مدیریت اطلاعات,تابع مدیریت اطلاعات,,,,
http://www.snik.eu/ontology/bb/DiseaseManagement,Disease Management,مدیریت بیماری,,,,,
http://www.snik.eu/ontology/bb/Cfo,CFO,CFO,,,,,
http://www.snik.eu/ontology/bb/NursingManagement,Nursing Management,مدیریت پرستاری,,,,,
http://www.snik.eu/ontology/bb/Transparency,Transparency,شفافیت,,,,,
http://www.snik.eu/ontology/bb/InstitutionalHealthInformationSystem,Institutional Health Information System,سیستم اطلاعات موسسات سلامت,,,,,
http://www.snik.eu/ontology/bb/QualityOfComputerBasedApplicationComponentsAndTheirIntegration,Quality of Computer-Based Application Components and Their Integration,کیفیت اجزای نرم افزار مبتنی بر کامپیوتر و یکپارچگی آنها,,,,,
http://www.snik.eu/ontology/bb/ReferenceModel,Reference Model,مدل مرجع,,,,,
http://www.snik.eu/ontology/bb/TherapeuticDepartment,Therapeutic Department,گروه درمانی,,,,,
http://www.snik.eu/ontology/bb/TerminalServer,Terminal Server,ترمینال سرور ,,,,,
http://www.snik.eu/ontology/bb/HisCertification,HIS Certification,گواهینامه HIS,,,,,
http://www.snik.eu/ontology/bb/Library,Library,کتابخانه,,,,,
http://www.snik.eu/ontology/bb/FunctionalMetamodel,Functional Metamodel,متامدل عملکردی,,,,,
http://www.snik.eu/ontology/bb/Functionality,Functionality,عملکرد,,,,,
http://www.snik.eu/ontology/bb/Projector,Projector,پروژکتور,,,,,
http://www.snik.eu/ontology/bb/ChiefInformationOfficer,Chief Information Officer,مسئول ارشد اطلاعات,,,,,
http://www.snik.eu/ontology/bb/IntegrationTechnology,Integration Technology,تکنولوژی یکپارچگی,,,,,
http://www.snik.eu/ontology/bb/EstablishingReferentialIntegrity,Establishing Referential Integrity,ایجاد یکپارچگی ارجاع,,,,,
http://www.snik.eu/ontology/bb/ComponentAlignmentModel,Component Alignment Model,مدل سازگاری اجزا,,,,,
http://www.snik.eu/ontology/bb/DicomService,DICOM Service,خدمات DICOM,,,,,
http://www.snik.eu/ontology/bb/OralAndDentalCare,Oral and Dental Care,مراقبتهای دهان و دندان,,,,,
http://www.snik.eu/ontology/bb/PlanningOfOrganizationalStructures,Planning of Organizational Structures,برنامه ریزی ساختار سازمانی,,,,,
http://www.snik.eu/ontology/bb/HL7Version2,HL7 Version 2, HL7 نسخه 2,,,,,
http://www.snik.eu/ontology/bb/QualityOfHealthCareProcesses,Quality of Health Care Processes,کیفیت فرآیندهای مراقبت های بهداشتی,,,,,
http://www.snik.eu/ontology/bb/HospitalService,Hospital Service|Hospital's Service,خدمات بیمارستان,,,,,
http://www.snik.eu/ontology/bb/MaintainableServer,maintainable server,سرور قابل نگهداری,,,,,
http://www.snik.eu/ontology/bb/Switch,Switch,تعویض,,,,,
http://www.snik.eu/ontology/bb/PatientAdmission,Patient Admission,پذیرش بیمار,,,,,
http://www.snik.eu/ontology/bb/Terminal,Terminal,ترمینال ,,,,,
http://www.snik.eu/ontology/bb/StudyExploration,Study Exploration,شناسایی مطالعات,,,,,
http://www.snik.eu/ontology/bb/BusinessIntelligenceSystem,Business Intelligence System,سیستم اطلاعات کسب و کار,,,,,
http://www.snik.eu/ontology/bb/ClinicalDepartment,Clinical Department,گروه بالینی,,,,,
http://www.snik.eu/ontology/bb/ExecutionOfAQuantitativeStudy,Execution of a Quantitative Study,اجرای یک مطالعه کمی,,,,,
http://www.snik.eu/ontology/bb/Classification,Classification,طبقه بندی,,,,,
http://www.snik.eu/ontology/bb/UmlClassDiagram,UML Class Diagram,نمودار کلاس UML,,,,,
http://www.snik.eu/ontology/bb/DeploymentOfStrategicInformationManagementPlan,Deployment of Strategic Information Management Plan,استقرار برنامه مدیریت اطلاعات استراتژیک,,,,,
http://www.snik.eu/ontology/bb/EnterpriseResourcePlanningSystem,Enterprise Resource Planning System,سیستم برنامه ریزی منابع سازمانی,,,,,
http://www.snik.eu/ontology/bb/OperationalInformationManagement,Operational Information Management|Operatives Informationsmanagement,مدیریت اطلاعات عملیاتی,,,,,
http://www.snik.eu/ontology/bb/ISOTR22221,ISO TR 22221,ISO TR 22221,,,,,
http://www.snik.eu/ontology/bb/OperationRoom,Operation Room,اتاق عمل,,,,,
http://www.snik.eu/ontology/bb/MagneticResonanceImaging,Magnetic Resonance Imaging,تصویربرداری رزونانس مغناطیسی,,,,,
http://www.snik.eu/ontology/bb/System,System,سیستم,,,,,
http://www.snik.eu/ontology/bb/StudyResult,Study Result,نتایج مطالعه,,,,,
http://www.snik.eu/ontology/bb/MonitoringOfStandardizationInitiatives,Monitoring of Standardization Initiatives,نظارت برابتکارات استاندارد سازی,,,,,
http://www.snik.eu/ontology/bb/PastMedicalHistory,Past Medical History,تاریخ پزشکی گذشته,,,,,
http://www.snik.eu/ontology/bb/StudyOutline,Study Outline,طرح کلی,,,,,
http://www.snik.eu/ontology/bb/PaperBasedPatientChart,Paper-Based Patient Chart,نمودار مبتنی بر کاغذ,,,,,
http://www.snik.eu/ontology/bb/SocioTechnicalSystem,Socio-Technical System|Sozio-technisches System,سیستم اجتماعی و فنی,,,,,
http://www.snik.eu/ontology/bb/3LGM2PhysicalDataProcessingSystem,3LGMÂ² Physical Data Processing System,3LGM² سیستم پردازش داده های فیزیکی,,,,,
http://www.snik.eu/ontology/bb/BehavioralPerspective,Behavioral Perspective,دیدگاه رفتاری,,,,,
http://www.snik.eu/ontology/bb/DiagnosticStandard,Diagnostic Standard,استاندارد تشخیصی,,,,,
http://www.snik.eu/ontology/bb/AdministrativePatientData,Administrative Patient Data,داده های اداری بیمار,,,,,
http://www.snik.eu/ontology/bb/AuthenticityOfData,Authenticity of Data,صحت داده ها,,,,,
http://www.snik.eu/ontology/bb/EntityTypeRelation,Entity Type Relation,ارتباط انواع موجودیت,,,,,
http://www.snik.eu/ontology/bb/CchitFunctionalCriterion,CCHIT Functional Criterion,معیار کارکردی CCHIT,,,,,
http://www.snik.eu/ontology/bb/DegreeOfComputerSupport,Degree of Computer Support,درجه پشتیبانی کامپیوتر,,,,,
http://www.snik.eu/ontology/bb/Patient,Patient,بیمار,,,,,
http://www.snik.eu/ontology/bb/Interoperability,Interoperability|InteroperabilitÃ¤t,قابلیت همکاری,,,,,
http://www.snik.eu/ontology/bb/FinancialAndControllingDepartment,Financial and Controlling Department,بخش مالی و کنترل,,,,,
http://www.snik.eu/ontology/bb/InformationSystemModel,Information System Model|Informationssystemmodell,مدل سیستم اطلاعاتی,,,,,
http://www.snik.eu/ontology/bb/MonolithicArchitecture,Monolithic Architecture,معماری یکپارچه,,,,,
http://www.snik.eu/ontology/bb/ModelingHospitalInformationSystems,Modeling Hospital Information Systems,مدل سازی سیستم های اطلاعات بیمارستان,,,,,
http://www.snik.eu/ontology/bb/ISO14721,ISO 14721,ISO 14721,,,,,
http://www.snik.eu/ontology/bb/PortfolioManagement,Portfolio Management|Portfolio-Management,مدیریت نمونه کارها,,,,,
http://www.snik.eu/ontology/bb/ResearchManagement,Research Management,مدیریت تحقیق,,,,,
http://www.snik.eu/ontology/bb/MobilePhone,Mobile Phone,تلفن همراه,,,,,
http://www.snik.eu/ontology/bb/SheetOfPaper,Sheet of Paper,برگ کاغذ,,,,,
http://www.snik.eu/ontology/bb/PlanningOfOrganizationalProcedures,Planning of Organizational Procedures,برنامه ریزی روند سازمانی,,,,,
http://www.snik.eu/ontology/bb/WorkingList,Working List,لیست کار,,,,,
http://www.snik.eu/ontology/bb/ServiceOperation,Service Operation,عملیات سرویس,,,,,
http://www.snik.eu/ontology/bb/Cobit,COBIT,COBIT,,,,,
http://www.snik.eu/ontology/bb/3LGM2InformationProcess,3LGMÂ² Information Process|3LGMÂ²-Informationprozess,فرآیند اطلاعات 3LGM²,,,,,
http://www.snik.eu/ontology/bb/WorkOrganizationAndTimeManagement,Work Organization and Time Management,سازمان کار و مدیریت زمان,,,,,
http://www.snik.eu/ontology/bb/Cda,CDA,CDA,,,,,
http://www.snik.eu/ontology/bb/AdministrationManagement,Administration Management,مدیریت دولتی,,,,,
http://www.snik.eu/ontology/bb/HospitalBusinessPlan,Hospital Business Plan,طرح کسب و کار بیمارستان,,,,,
http://www.snik.eu/ontology/bb/IheDomain,IHE Domain,دامنه IHE,,,,,
http://www.snik.eu/ontology/bb/CorrectInformation,Correct Information,اطلاعات صحیح,,,,,
http://www.snik.eu/ontology/bb/AdaptabilityOfTheHIS,Adaptability of the HIS,سازگاری HIS,,,,,
http://www.snik.eu/ontology/bb/MedicalAndNursingCarePlanning,Medical and Nursing Care Planning,برنامه ریزی مراقبت های پزشکی و پرستاری,,,,,
http://www.snik.eu/ontology/bb/HospitalAdministration,Hospital Administration|Krankenhausverwaltung,مدیریت بیمارستان,,,,,
http://www.snik.eu/ontology/bb/ISO9241110UserInterfaceDesignQuality,ISO 9241-110 User Interface Design Quality,کیفیت طراحی رابط کاربری ISO 9241-110  ,,,,,
http://www.snik.eu/ontology/bb/DataWarehouseSystem,Data Warehouse System,سیستم انبار داده,,,,,
http://www.snik.eu/ontology/bb/Notification,Notification,خبر,,,,,
http://www.snik.eu/ontology/bb/MonitorAndEvaluate,Monitor and Evaluate,نظارت و ارزیابی,,,,,
http://www.snik.eu/ontology/bb/PreparationOfHealthStatistics,Preparation of Health Statistics,تهیه آمار سلامت,,,,,
http://www.snik.eu/ontology/bb/HealthCareInstitution,Health Care Institution,موسسه بهداشت و درمان,,,,,
http://www.snik.eu/ontology/bb/InformationManagementOrganizationalStructure,Information Management Organizational Structure,ساختار سازمانی سازمان مدیریت اطلاعات,,,,,
http://www.snik.eu/ontology/bb/SingleSignOn,Single-Sign-On,ورودی یک طرفه,,,,,
http://www.snik.eu/ontology/bb/NursingProcedure,Nursing Procedure,روند پرستاری,,,,,
http://www.snik.eu/ontology/bb/PhysicalIntegration,Physical Integration|Physische Integration,یکپارچگی فیزیکی,,,,,
